iso3,country_label,disponibilite_volaille_kg_hab_an,log_population_2017,part_importations_poulet,log_production_poulet,ease_business_score,political_stability,log_gdp_per_capita,log_distance_france,langue_officielle_commune_france,log_evenements_sanitaires,signal_maturite_bio_import
CRI,Costa Rica,0.5198676772795119,-0.24414094360693717,-0.6328306829780009,0.32104807290916004,0.5258958521156968,0.7650317651841823,0.4977963022450035,0.7848646698206563,-0.47967540647319123,-0.5194246442940337,-0.3512631622998255
CYP,Chypre,0.4220649578868109,-1.0245278042235353,-0.047710111274926,-0.3654743838637641,0.7666330391576117,0.6848015531207841,1.058607929962056,-0.468155863402762,-0.47967540647319123,-0.5194246442940337,0.5027141941827221
DEU,Allemagne,0.04104186358608049,1.2884142899233981,0.08045393146366991,1.154197058310441,1.3368674235176718,0.7421088474517827,1.3885973354742733,-2.62631020878049,-0.47967540647319123,4.480076267652383,1.344993230713454
DJI,Djibouti,-1.099310677110758,-1.1456855315726246,-0.799181280759641,0.1459761733280179,-0.9605633731578135,-0.7822651817527848,-0.8583500847410108,0.2560387508023854,2.08474311274887,-0.5194246442940337,-0.3512631622998255
DMA,Dominica,1.1087215502897316,-2.543848049953843,1.8692706387504132,-2.105996971889234,-0.09003917632652658,1.4412578382899677,0.058122506066795955,0.48154870376498643,2.08474311274887,-0.5194246442940337,-0.3512631622998255
DNK,Danemark,0.6869473229087092,-0.16427454770439864,-0.3355144620299254,0.37457719563514547,1.7590022175013866,1.063029695705376,1.4080865421381459,-1.6653874129571857,-0.47967540647319123,3.034110894550272,1.4362401263376166
DOM,Dominican Republic,1.113475849149099,0.16586391957471935,-0.735667188632573,0.704864356152345,-0.29529382518884684,0.24926611620519326,0.31767508976788433,0.5385918808449899,-0.47967540647319123,-0.5194246442940337,1.4011451664821692
DZA,Algeria,-0.8480120231156238,0.9118639274657856,-0.8861114063340813,0.7348589752523118,-1.3361057992382979,-0.9885714413443805,0.11402060150460946,-1.364231107965046,2.08474311274887,-0.5194246442940337,-0.5758709053746874
ECU,Ecuador,0.03017489476466927,0.4205590611119331,-0.8861147239520956,0.8307569797871756,-0.42674763524199794,-0.014347437717401147,-0.009563608224350218,0.840404463226392,-0.47967540647319123,-0.5194246442940337,-0.40039610609745163
ESP,Espagne,0.7827124856473955,0.9769711494596326,-0.6152152343399645,1.2637001278322082,1.197911835509199,0.3868036225995904,1.1072820907574568,-1.635946611102043,-0.47967540647319123,0.020219361037073082,1.4666557582123374
EST,Estonia,0.16261607727561855,-0.9636434934255791,0.38505067803331516,-0.4507521288581332,1.4512412926904035,0.8108776006489814,0.9757222111564932,-0.9934058699900459,-0.47967540647319123,1.8870808958875784,4.105796739341966
